,NAME,OBJNAME_super,OBJNAME_recipe,MAIN_ID,CIVIL,RA,DEC,FILENAME,SNRH_pix,SNRH_res,SNRK_pix,SNRK_res,U,B,V,R,G,I,PASTEL_Teff,PASTEL_logg,PASTEL_[Fe/H],PASTEL_Flag,FILE_URL,CAL_URL,RAW_URL
225,2MASS J04035084+2610531,HBC 359,HBC 359,2MASS J04035084+2610531,20181120,60.956958333333326,26.185194444444445,SDCH_20181120_0063.fits,57.46612930297852,111,49.74722290039063,95,,15.56999969482422,14.170000076293944,,13.161199569702148,,,,,,https://utexas.box.com/shared/static/2l7nur16z15zxze40brmnesnvu5ict78.gz,https://utexas.box.com/shared/static/jig7d9sx3l1oqgroent75i2pa5g6pfuc.gz,https://utexas.box.com/s/o04o0oocz7x1wltbtg14xab5ia0rvd3u
226,V* V1096 Tau,Anon 1,Anon 1,V* V1096 Tau,20181120,63.35995833333333,28.27694444444444,SDCH_20181120_0075.fits,143.1875,277,152.47824096679688,292,,15.420000076293944,13.529999732971191,13.06999969482422,12.201000213623049,,,,,,https://utexas.box.com/shared/static/06rrdsl9xx09x8sluzak3pf05mroefdi.gz,https://utexas.box.com/shared/static/jig7d9sx3l1oqgroent75i2pa5g6pfuc.gz,https://utexas.box.com/s/o04o0oocz7x1wltbtg14xab5ia0rvd3u
227,EM* LkCa    4,LkCa 4,LkCa 4,EM* LkCa    4,20181120,64.11399999999999,28.13005555555556,SDCH_20181120_0079.fits,87.29425048828125,168,85.94518280029297,165,,13.960000038146973,12.779999732971191,11.824999809265137,12.065400123596191,,,,,,https://utexas.box.com/shared/static/edxkp3lbu7s5jedch8x9v6ohoquwljkj.gz,https://utexas.box.com/shared/static/jig7d9sx3l1oqgroent75i2pa5g6pfuc.gz,https://utexas.box.com/s/o04o0oocz7x1wltbtg14xab5ia0rvd3u
228,V* V1023 Tau,Hubble 4,Hubble 4,V* V1023 Tau,20181120,64.693125,28.338833333333334,SDCH_20181120_0083.fits,101.14066314697266,196,107.02977752685548,205,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/18isc8v9746xaubunxd514p8d7aypd3m.gz,https://utexas.box.com/shared/static/jig7d9sx3l1oqgroent75i2pa5g6pfuc.gz,https://utexas.box.com/s/o04o0oocz7x1wltbtg14xab5ia0rvd3u
229,Haro 6-32,Haro 6-32,Haro 6-32,Haro 6-32,20181120,70.27141666666667,25.965694444444445,SDCH_20181120_0140.fits,44.23783493041992,85,44.66209411621094,85,,,,,14.838899612426758,,,,,,https://utexas.box.com/shared/static/z0cwfolhflpns4ujzwzet3a0du0sb6zx.gz,https://utexas.box.com/shared/static/jig7d9sx3l1oqgroent75i2pa5g6pfuc.gz,https://utexas.box.com/s/o04o0oocz7x1wltbtg14xab5ia0rvd3u
230,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20181124,68.29154166666666,24.562722222222224,SDCH_20181124_0079.fits,97.4375228881836,188,93.3119659423828,179,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/z7awfycpqz8fkl9odvisgwkupu6n5510.gz,https://utexas.box.com/shared/static/mvtt7ll5d8coal72z0htt4rqgd2bymgq.gz,https://utexas.box.com/s/ovhqluowz0udvbxhomnm4zupuhcdoumi
231,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20181127,68.29404166666666,24.56077777777778,SDCH_20181127_0154.fits,66.16151428222656,127,61.96392822265625,119,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/osp8vjg3yjm8n8c1aa4jwhkibu3bhty5.gz,https://utexas.box.com/shared/static/1o2oyirjoukvzdlkv6njjp7zajlhw71p.gz,https://utexas.box.com/s/h6a29jwm2woh3gh74on0m4242y25yh5l
232,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20181128,68.06224999999999,18.33725,SDCH_20181128_0080.fits,111.71920776367188,215,95.67556762695312,183,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/3u9y1prkfvtzt6pwr6vn4b75dlohbkp7.gz,https://utexas.box.com/shared/static/qo8chy8f6ynnwlmt34xlx5rjsezeuzq4.gz,https://utexas.box.com/s/vh1nqv6q67vhl0cvcmd8womi91uovc1s
233,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20181220,64.69391666666665,28.33572222222222,SDCH_20181220_0037.fits,83.19210815429688,160,85.90324401855469,164,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/fepgsgjr60sfwubyudkbf6m0pmh2792x.gz,https://utexas.box.com/shared/static/aq9uuxvpv8jqbqosh4wo565nlskwl7r3.gz,https://utexas.box.com/s/422g0rguwkzjuzp0tl4ody36dlaadiyu
234,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20181220,68.28970833333332,24.56225,SDCH_20181220_0041.fits,53.99326705932617,104,50.90147018432617,97,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/vww85e7dv185vt9m0preinhgzlsw5q0g.gz,https://utexas.box.com/shared/static/aq9uuxvpv8jqbqosh4wo565nlskwl7r3.gz,https://utexas.box.com/s/422g0rguwkzjuzp0tl4ody36dlaadiyu
235,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20181223,64.69458333333333,28.337444444444444,SDCH_20181223_0031.fits,66.96560668945312,129,71.45497131347656,137,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/xecwfsu7c3u7c9hggw11ues5a070i2fm.gz,https://utexas.box.com/shared/static/8oku6kfplwpnnq7jp8o2z7sxmdtv7bkf.gz,https://utexas.box.com/s/n3rpbzc89ya5f069war88cfgmgjgls77
236,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20181223,68.29141666666665,24.56361111111111,SDCH_20181223_0041.fits,55.25731658935547,106,52.68019104003906,101,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/sd5ki2tedkshslt78gug7g3vqzr6yr9m.gz,https://utexas.box.com/shared/static/8oku6kfplwpnnq7jp8o2z7sxmdtv7bkf.gz,https://utexas.box.com/s/n3rpbzc89ya5f069war88cfgmgjgls77
237,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20181223,68.06020833333332,18.33719444444444,SDCH_20181223_0073.fits,42.850059509277344,82,43.594520568847656,83,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/saxmr5a2u9lif8ajems19hun7k037hth.gz,https://utexas.box.com/shared/static/8oku6kfplwpnnq7jp8o2z7sxmdtv7bkf.gz,https://utexas.box.com/s/n3rpbzc89ya5f069war88cfgmgjgls77
238,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20181230,68.29295833333333,24.56491666666667,SDCH_20181230_0017.fits,63.3454704284668,122,61.66512680053711,118,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/0xcr7qyvet47wpbpefmke6c68vshtz7d.gz,https://utexas.box.com/shared/static/ics9yxpzhik0zkr6s3s1thhgcz127bgc.gz,https://utexas.box.com/s/aieukp5sqfck1zo6ilya5jyndtgg5ipu
239,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190118,68.29266666666666,24.563861111111112,SDCH_20190118_0035.fits,72.84601593017578,140,60.89807891845703,117,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/ec546vm2e7eebks6mu7lbottib62sjr1.gz,https://utexas.box.com/shared/static/44sp7e86kdlm7yzab4ug7dn0hxm0xmf2.gz,https://utexas.box.com/s/f8kd8tyjyluct6qgbo8x8ae9jbo00io9
240,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190118,68.06141666666666,18.33944444444444,SDCH_20190118_0041.fits,76.72606658935547,148,65.68344116210938,126,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/ippex7rq9kkgxxswfjwbctp8kb1en9hd.gz,https://utexas.box.com/shared/static/44sp7e86kdlm7yzab4ug7dn0hxm0xmf2.gz,https://utexas.box.com/s/f8kd8tyjyluct6qgbo8x8ae9jbo00io9
241,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20190118,64.69579166666665,28.336944444444445,SDCH_20190118_0075.fits,86.32740783691406,167,93.08694458007812,179,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/06me59y55ygcq8yzmknggfqtkcmvrm8x.gz,https://utexas.box.com/shared/static/44sp7e86kdlm7yzab4ug7dn0hxm0xmf2.gz,https://utexas.box.com/s/f8kd8tyjyluct6qgbo8x8ae9jbo00io9
242,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190119,68.29241666666665,24.563166666666667,SDCH_20190119_0097.fits,68.07501220703125,131,60.28961563110352,115,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/skax4i5qwrmiac2aexgby4a4ki14zdsm.gz,https://utexas.box.com/shared/static/dql48ek07c6dgyatsg962t90m0rhxe96.gz,https://utexas.box.com/s/z6ytcmne42tcecz8hrx30dem80eyri03
243,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190120,68.29370833333333,24.56325,SDCH_20190120_0043.fits,21.49772834777832,41,17.667985916137695,33,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/08alkva3e7xsx7fhj1nefxflxn80s4pb.gz,https://utexas.box.com/shared/static/f54p9zwoizltt8zzjja9489xgvz7an88.gz,https://utexas.box.com/s/xdlqprnj1i4pk6zphe4uz77oyhd0x69w
244,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190121,68.29499999999999,24.56288888888889,SDCH_20190121_0041.fits,41.372802734375,80,41.00704956054688,78,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/emj9xlybuxquobccgozfs3zkttbti98t.gz,https://utexas.box.com/shared/static/ovxo4u6o8esyvw3yn4ep0ll5sa3ftgb6.gz,https://utexas.box.com/s/ep9no1r3jpa2gkwho9yj5na9p2xy55dd
245,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190121,68.06316666666666,18.339194444444445,SDCH_20190121_0055.fits,49.83025360107422,96,50.92362976074219,97,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/i6betchkaft94gim899pjnel59gsbzge.gz,https://utexas.box.com/shared/static/ovxo4u6o8esyvw3yn4ep0ll5sa3ftgb6.gz,https://utexas.box.com/s/ep9no1r3jpa2gkwho9yj5na9p2xy55dd
246,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190122,68.29175,24.563,SDCH_20190122_0031.fits,75.61080932617188,146,69.77754211425781,134,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/vmltn9p6uqcsqp7z0oxliee3bypp6ukv.gz,https://utexas.box.com/shared/static/pbv85zu7m4t02nq45nype067d7phi52v.gz,https://utexas.box.com/s/r66aguj8nkj7isqswemrwcnupau5pci1
247,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190123,68.29208333333332,24.563305555555555,SDCH_20190123_0031.fits,57.20693206787109,110,54.726036071777344,105,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/i7imedtufama8l2f68fnn2cthh532m3y.gz,https://utexas.box.com/shared/static/4k3nzng3t37vbte1ev7x9a1543mxiv3h.gz,https://utexas.box.com/s/qw13yp35pl6leubg3cjgyi2wgu1rd2zn
248,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190124,68.29175,24.56336111111111,SDCH_20190124_0033.fits,54.46618270874024,105,44.594722747802734,86,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/3usllb2shamu7swfb0qbc05k7ldpa5df.gz,https://utexas.box.com/shared/static/cx45iul8908983qbp0euqnx2ulo1k3sm.gz,https://utexas.box.com/s/yxek1amtlmruk261vov5wa28mc3z3o2n
249,2MASS J04330197+2421000,MHO 8,MHO 8,2MASS J04330197+2421000,20190124,68.25845833333332,24.35063888888889,SDCH_20190124_0085.fits,38.82819366455078,75,43.97793197631836,84,,,17.951000213623047,,15.126399993896484,,,,,,https://utexas.box.com/shared/static/hnurzhra6xt7d5v0pxeciyj15gwiidyy.gz,https://utexas.box.com/shared/static/cx45iul8908983qbp0euqnx2ulo1k3sm.gz,https://utexas.box.com/s/yxek1amtlmruk261vov5wa28mc3z3o2n
250,V* V830 Tau,V830 Tau,V830 Tau,V* V830 Tau,20190125,68.29145833333332,24.56341666666667,SDCH_20190125_0031.fits,80.35511779785156,155,66.26934051513672,127,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/zo8tx5ppx15i49s9csrx7k3s48miyof8.gz,https://utexas.box.com/shared/static/fai3oxxf6nyd6qbx1tccuuigkkm96mnw.gz,https://utexas.box.com/s/4gik2ikgwbf699pye3554as2ncsusj87
251,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190126,68.29154166666666,24.562944444444444,SDCH_20190126_0039.fits,57.72890472412109,111,54.589202880859375,104,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/h3h5vuhvm639undpgbtsjz3ez1efkqjr.gz,https://utexas.box.com/shared/static/3t92v5brps8yfr7y8oc90bomhpbpqky5.gz,https://utexas.box.com/s/g2pqpqvem2acs26cyohj2hbcp9rtjth3
252,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190126,68.06029166666666,18.338472222222222,SDCH_20190126_0041.fits,63.28340911865234,122,60.684112548828125,116,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/xpyrlgkri5h06dcn0ysyqh4kik7p6lvb.gz,https://utexas.box.com/shared/static/3t92v5brps8yfr7y8oc90bomhpbpqky5.gz,https://utexas.box.com/s/g2pqpqvem2acs26cyohj2hbcp9rtjth3
253,V* V1023 Tau,Hubble 4,Hubble 4 ,V* V1023 Tau,20190126,64.69466666666665,28.33688888888889,SDCH_20190126_0069.fits,83.98876190185547,162,85.87504577636719,165,,14.3100004196167,12.0,11.210000038146973,11.65429973602295,,,,,,https://utexas.box.com/shared/static/akap418csftog2xe0p8mocaixrtauyty.gz,https://utexas.box.com/shared/static/3t92v5brps8yfr7y8oc90bomhpbpqky5.gz,https://utexas.box.com/s/g2pqpqvem2acs26cyohj2hbcp9rtjth3
254,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190127,68.29145833333332,24.563333333333333,SDCH_20190127_0033.fits,65.54717254638672,126,61.84217071533203,119,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/7vjw3sus1z2vdjkef7v50pq13m00yhss.gz,https://utexas.box.com/shared/static/abjae26weaozl69w1ee3egezg578sfa4.gz,https://utexas.box.com/s/8vk89l9coygkzop5l4lmb0iztt2y3jgs
255,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190128,68.29175,24.562472222222222,SDCH_20190128_0039.fits,71.78067016601562,139,65.53334045410156,125,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/xugn2a4n0ujccup94mwys3fhbq5l4v44.gz,https://utexas.box.com/shared/static/0k39wgiro75py2xer19dzspo98e7aosy.gz,https://utexas.box.com/s/aw5dyes1qfuyq1j1la2rck1jpv115xdm
256,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190128,68.06299999999999,18.33955555555556,SDCH_20190128_0055.fits,45.48544692993164,87,44.02558135986328,84,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/w98v6tp4iwgv5vlwimh2vlg8x5yap7zk.gz,https://utexas.box.com/shared/static/0k39wgiro75py2xer19dzspo98e7aosy.gz,https://utexas.box.com/s/aw5dyes1qfuyq1j1la2rck1jpv115xdm
257,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190129,68.29429166666665,24.56372222222222,SDCH_20190129_0035.fits,48.51294708251953,93,43.01538848876953,82,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/w61qn46xwkan4nlaz8hkfhfwpz9960d2.gz,https://utexas.box.com/shared/static/2h4awei8lknugafvnzbgynhcz973umm6.gz,https://utexas.box.com/s/notqzujxife9kekok8kdlbxv19bep924
258,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190130,68.29124999999999,24.563666666666663,SDCH_20190130_0035.fits,64.39225006103516,124,60.191043853759766,115,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/4qcmz9qj9f6w5mv6lmy5ab3dhd76lwmy.gz,https://utexas.box.com/shared/static/rcfjeftlkg9ul0rqclscwupck6jinuc5.gz,https://utexas.box.com/s/3uqvoxyky17xjzhartm92vhvx5ahgnz2
259,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190130,68.060375,18.339388888888887,SDCH_20190130_0041.fits,68.84617614746094,133,66.61383819580078,127,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/6ub7hupelu24pscwwf7o2vw89agk81r5.gz,https://utexas.box.com/shared/static/rcfjeftlkg9ul0rqclscwupck6jinuc5.gz,https://utexas.box.com/s/3uqvoxyky17xjzhartm92vhvx5ahgnz2
260,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190201,68.29270833333332,24.562833333333334,SDCH_20190201_0039.fits,56.67839431762695,109,49.88249588012695,95,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/9dwyto4bxs40d2mmhze8qm7xn7laofc0.gz,https://utexas.box.com/shared/static/62o5csfhr3yl42156939xvdci7mx2f35.gz,https://utexas.box.com/s/uczk2cfiszelvfksozatpaqcaodeqct0
261,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190201,68.06133333333332,18.338416666666667,SDCH_20190201_0041.fits,72.78457641601562,140,64.30697631835938,123,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/vhh46rmck9a3noaz9xafz3ndjstsoa5n.gz,https://utexas.box.com/shared/static/62o5csfhr3yl42156939xvdci7mx2f35.gz,https://utexas.box.com/s/uczk2cfiszelvfksozatpaqcaodeqct0
262,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190209,68.2935,24.563333333333333,SDCH_20190209_0037.fits,70.30535125732422,135,67.64442443847656,130,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/ftbuxa1dmfz5q6e14e7uj4vjeo07585d.gz,https://utexas.box.com/shared/static/8dh341q8odrpmwxlizyxpjohq0xmye81.gz,https://utexas.box.com/s/b9ssf24idjd4pq0e8qehgde0z9ljm2bw
263,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190209,68.062,18.33861111111111,SDCH_20190209_0043.fits,80.92654418945312,156,77.49545288085938,149,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/hzvy41meeya6g4sqm64zy23xekz1huvv.gz,https://utexas.box.com/shared/static/8dh341q8odrpmwxlizyxpjohq0xmye81.gz,https://utexas.box.com/s/b9ssf24idjd4pq0e8qehgde0z9ljm2bw
264,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190210,68.2935,24.56455555555556,SDCH_20190210_0039.fits,99.4370346069336,192,93.2322769165039,179,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/61r03pvn09611g0wbibl1hku3tcwv3x0.gz,https://utexas.box.com/shared/static/z1bo70ai0cot7rvdld3ac9z0himnrofj.gz,https://utexas.box.com/s/dixvcrqt2j0aog4xdzbaak833g4xugzo
265,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190210,68.06204166666666,18.33944444444444,SDCH_20190210_0051.fits,103.4225082397461,200,100.95500946044922,194,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/ir7k2wx2h1ccnm9poop2tumc3s0xzho6.gz,https://utexas.box.com/shared/static/z1bo70ai0cot7rvdld3ac9z0himnrofj.gz,https://utexas.box.com/s/dixvcrqt2j0aog4xdzbaak833g4xugzo
266,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190211,68.29366666666667,24.563194444444445,SDCH_20190211_0040.fits,73.14188385009766,141,71.98175811767578,138,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/9ir2ugfnyeouvwioku31bupaz7d8k8cf.gz,https://utexas.box.com/shared/static/qz14dreqx5xzjtma8tycci54mndlv79v.gz,https://utexas.box.com/s/dh9ibn2uacwnjtun4atuktbtr3atgdf6
267,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190211,68.06049999999999,18.33872222222222,SDCH_20190211_0048.fits,82.69120025634766,160,80.78807067871094,156,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/qjxs8iqn9h1ru92uaw1wydo9y8hodfw8.gz,https://utexas.box.com/shared/static/qz14dreqx5xzjtma8tycci54mndlv79v.gz,https://utexas.box.com/s/dh9ibn2uacwnjtun4atuktbtr3atgdf6
268,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190212,68.29362499999999,24.5625,SDCH_20190212_0048.fits,64.0132827758789,123,59.86315536499024,115,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/1d340d4fi521cikltqrbuz691836dxes.gz,https://utexas.box.com/shared/static/f3vrffzybth4v7ebvof3280qisa51qay.gz,https://utexas.box.com/s/d578yu09v49ngkey74z6ygp435tvsoe4
269,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190212,68.06137499999998,18.33825,SDCH_20190212_0060.fits,95.21951293945312,184,90.2650146484375,174,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/loceglnwhnx38vv6c2hsclp3u93qgh57.gz,https://utexas.box.com/shared/static/f3vrffzybth4v7ebvof3280qisa51qay.gz,https://utexas.box.com/s/d578yu09v49ngkey74z6ygp435tvsoe4
270,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190304,68.05999999999999,18.3385,SDCH_20190304_0041.fits,88.84722900390625,171,83.65278625488281,160,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/lsftet4xmjm7k37ot2gyhsociklmc4g6.gz,https://utexas.box.com/shared/static/h9dbln9kt9z572yak2n16s6s9ht01mlp.gz,https://utexas.box.com/s/kbi9ijtwx44ba1cmp8z0hjq7j2vh1afq
271,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190304,68.29074999999999,24.56338888888889,SDCH_20190304_0043.fits,80.77864074707031,155,74.47341918945312,142,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/tukusear1jfc78ccah18uupsuij9rd1i.gz,https://utexas.box.com/shared/static/h9dbln9kt9z572yak2n16s6s9ht01mlp.gz,https://utexas.box.com/s/kbi9ijtwx44ba1cmp8z0hjq7j2vh1afq
272,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190305,68.29466666666666,24.564833333333333,SDCH_20190305_0037.fits,27.7466049194336,53,29.165756225585938,55,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/7bvtm4osrenvdw1wb009o0oehpoavb5v.gz,https://utexas.box.com/shared/static/f14p5w2xvqnfwax1pabs6wdhqif1ltv4.gz,https://utexas.box.com/s/qhxx3yvvsbexw2x33q3p9dyux140ln18
273,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190305,68.29466666666666,24.564722222222223,SDCH_20190305_0039.fits,63.21418762207031,122,59.44103240966797,114,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/f6r1re892pwtc5pvx0l37oast289bovq.gz,https://utexas.box.com/shared/static/f14p5w2xvqnfwax1pabs6wdhqif1ltv4.gz,https://utexas.box.com/s/qhxx3yvvsbexw2x33q3p9dyux140ln18
274,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190305,68.06316666666666,18.34030555555556,SDCH_20190305_0047.fits,64.87139892578125,125,62.269020080566406,119,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/743ofuszicy7emxyufzf3apxt0uzu9oe.gz,https://utexas.box.com/shared/static/f14p5w2xvqnfwax1pabs6wdhqif1ltv4.gz,https://utexas.box.com/s/qhxx3yvvsbexw2x33q3p9dyux140ln18
275,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190309,68.29108333333332,24.56436111111111,SDCH_20190309_0035.fits,56.529029846191406,109,54.24992370605469,104,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/x1up2o88deia48ictn28ysoog131kl02.gz,https://utexas.box.com/shared/static/rfb7ul7qslrrkxr4ttp4dxf3izmbfiqd.gz,https://utexas.box.com/s/t9qttei7ftpxtggkri8hnoofp3xmc97q
276,V* V827 Tau,V827 Tau,V827 Tau ,V* V827 Tau,20190309,68.05995833333331,18.33975,SDCH_20190309_0041.fits,74.18684387207031,143,71.56656646728516,137,,14.0,12.630000114440918,12.350000381469728,11.86989974975586,,,,,,https://utexas.box.com/shared/static/qm5qzximpxacj8mg3g62ibl5cq6x8p3o.gz,https://utexas.box.com/shared/static/rfb7ul7qslrrkxr4ttp4dxf3izmbfiqd.gz,https://utexas.box.com/s/t9qttei7ftpxtggkri8hnoofp3xmc97q
277,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190314,68.29033333333332,24.56352777777778,SDCH_20190314_0039.fits,50.84326934814453,98,47.58981704711914,91,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/jme633dz590wa8lxhk4rmu0zkilv41ed.gz,https://utexas.box.com/shared/static/4m3ruyifsos469akkd8i8oplda7sojjl.gz,https://utexas.box.com/s/kj5g275o29irzj8taaslbixgu38lacdf
278,V* V830 Tau,V830 Tau,V830 Tau ,V* V830 Tau,20190316,68.29124999999999,24.563861111111112,SDCH_20190316_0033.fits,68.0802230834961,131,64.60444641113281,124,,13.90999984741211,12.079999923706056,11.300000190734863,11.667200088500977,,,,,,https://utexas.box.com/shared/static/q7iam1pvfco2dgay60jg3vfczzqj0qgz.gz,https://utexas.box.com/shared/static/stip8b0xfjdsb2n2ri6ahi26nso438qo.gz,https://utexas.box.com/s/ypn0575pyyvzujhvfep4nvb7i7ovvine
